,V1,V2
campagne,1.0216458,0.98332834
population,0.91882837,0.7061558
terroriste,1.432493,1.113841
moscou,1.2022119,0.81684107
arabe,1.0607152,1.1992658
position,1.0531545,1.1366297
économique,0.60367286,0.79044074
cadre,0.89361304,0.5198667
côté,0.9525483,1.0402645
femme,1.6060624,0.62123287
chine,1.2268481,0.34370196
réseau,1.5648701,1.2277821
date,1.0746229,0.8333498
peuple,1.2276508,1.0620692
accord,0.7229539,0.7717034
période,1.5077255,0.8887225
bande,1.108709,0.21776724
ahmadou,1.6169293,0.46309078
social,1.0638019,0.9690549
vue,1.2856824,0.93825954
cannabis,1.178472,0.36773792
hollande,0.64808124,1.2703124
propos,1.462773,0.41229624
engagement,1.260735,0.7425594
cardiaque,1.6642828,0.55639875
mars,1.5405385,1.1003071
onu,1.5155087,0.43240908
fils,1.1849768,0.4525378
afghanistan,0.5972668,0.28764743
prison,1.2148035,0.512101
antisémite,1.3890313,0.4511235
islamiste,1.2004701,0.77295136
cœur,1.0597316,0.7719607
assemblée,1.4758884,1.11606
siècle,0.8868466,1.2063831
international,0.9943539,1.1249835
juillet,1.0235325,0.95730114
terre,1.2573905,1.0693829
victime,1.1961725,1.2924254
annonce,1.4545224,0.23128563
mal,0.83733076,0.4451062
communiqué,1.2806333,0.60996646
public,0.7898996,0.32044965
victoire,1.3728876,0.75053096
an,0.78983295,0.58768445
garde,1.2515314,0.47406945
mardi,1.2191393,0.39768916
match,1.4914876,0.47856596
nouveau,1.3073692,0.90149754
nuland,1.3593274,1.0225166
côte,0.48425406,0.7422478
message,0.8537258,0.13929121
procès,0.69882536,0.7046869
califat,1.2785809,0.88241273
nombre,0.82361627,0.42705366
jeune,0.8934416,0.6218263
chose,0.5765455,0.13184121
personne,0.9365405,0.29394674
européen,0.7555532,0.43664792
premier,1.0507224,0.6633064
vrai,0.47999525,0.56366414
arrêt,1.5493692,1.1521593
omar,0.7327611,0.56287223
époque,1.2313862,0.21593185
travail,1.0038068,0.9509879
petit,1.4028246,0.29570258
crime,0.77233434,0.2472468
santé,1.1482936,1.2065141
nigeria,1.1376991,0.7993795
indice,1.1924906,0.4839117
télévision,1.4605087,0.26765797
islam,0.7138382,0.5953146
menace,0.8820633,0.4291119
ivoire,0.8541831,0.98131907
censure,1.0233854,0.605085
parti,1.1301835,0.25675806
père,1.3183578,1.0252154
mesure,0.7225257,0.9163593
kozak,1.6036069,0.34450692
mise,0.7284027,0.3172475
mission,1.4003375,0.5958643
difficile,1.4315621,0.23625533
plan,1.2827455,0.853714
source,0.9459048,0.7130138
sioniste,0.59756243,0.18321542
erdoğan,0.9676322,0.8803275
membre,1.3464462,0.9189268
total,0.9541077,1.0644122
macina,0.50973976,0.80352557
us,0.9117621,0.7878126
porte,1.4205272,0.35817125
mercredi,1.2239928,0.117014304
preuve,0.99709207,0.22928159
kobili,0.73898584,1.1197186
sarkozy,0.96617395,0.8634036
habib,1.5425375,1.1857952
sarah,0.5880149,0.51236767
ue,1.4343512,0.885867
échec,0.8259098,0.15176116
front,0.9874156,0.21478373
occasion,1.2935989,0.37434405
besoin,1.0715684,0.7839438
vidéo,0.9372954,0.68013096
transition,1.1279216,0.5170716
argent,1.0024811,0.6789861
des,1.2433984,0.6861691
semaine,0.89668953,1.0789126
dgse,0.55565345,0.51018417
frontière,1.2979198,0.8711551
bathily,1.1917671,0.29572156
risque,1.1118748,0.5811387
été,1.3811842,0.68897814
el,1.1217613,0.8388899
protection,0.78679687,0.31475586
pire,0.9031055,0.50616515
colère,1.1802756,1.0064094
empire,0.8477943,0.75042856
esprit,0.75225586,0.78833544
moyen,0.6217452,0.22114484
organisation,0.5049163,0.09354483
libération,1.2622038,0.27557972
grâce,1.3203005,0.24653167
analyse,0.95419866,1.0053817
connaissance,0.6955303,0.20126148
march,0.86197925,0.5777549
donald,0.8989289,0.1491173
extérieur,0.43237,0.73732316
meyer,0.5847303,0.22131394
racisme,0.8263511,0.19330512
lundi,0.65849555,0.24272218
unité,0.8173349,0.3251817
instruction,1.2275298,0.6754531
responsable,0.65893483,0.84600556
coalition,0.59837884,0.38329434
feu,0.58841306,0.4109282
corps,0.88271743,0.9345825
manifestation,0.80808586,0.8554776
ligue,1.2227662,0.17842768
culture,1.0056441,0.7944777
aqmi,0.78726417,0.93920237
camp,1.1913177,0.25214964
réponse,0.46311298,0.67484593
mémoire,0.9848872,0.4062729
obama,1.336539,0.32463345
rue,0.67901945,0.6677828
territoire,0.7204483,0.5673501
contexte,0.56061023,0.47669753
particulier,0.85284406,0.625257
gauche,1.398323,0.3550888
allemagne,0.6970872,0.79189694
iran,1.3039844,0.36105528
réforme,1.2535919,0.96775275
triste,0.76267123,0.6958717
poutine,0.99268353,0.30891788
objectif,0.5836471,0.23119669
important,0.68274266,0.46340415
importance,1.08717,0.43288797
continent,0.715582,0.6008693
avenir,0.94563365,0.47771236
franc,0.4301374,0.022397174
train,0.7204713,0.82813436
sommet,1.0189626,0.17307603
classement,0.29004398,0.82962644
puissance,0.66996986,0.8718478
dimanche,0.5641013,1.009325
commandement,0.41569132,0.6620478
fond,0.8740762,0.25725496
février,0.6117377,0.45508474
arrivée,0.6777473,0.54480034
main,0.54991394,0.7527942
direction,1.2906642,0.43513098
prix,0.7649515,0.72008353
voix,1.2196561,0.22751494
démocratique,0.44808123,0.3800722
bambara,1.3340381,0.62474984
autorité,0.33306074,0.4314423
liste,1.375517,0.20862646
antiterroriste,0.5542954,1.0089241
boko,0.32895127,0.71914697
matière,0.7687513,0.81615496
extrême,1.3206862,0.43290916
radical,0.6015585,0.9875986
élysée,0.892405,0.86211556
laurent,0.41976807,1.0790796
banque,0.75041175,0.2293564
colonisation,0.8734497,0.44932956
développement,0.995436,0.3820029
lien,0.70430475,0.707166
volonté,1.0346785,0.15804614
l,0.8795684,0.087491445
tour,0.4362696,0.49423808
futur,0.28089917,0.63230526
alger,0.8916492,0.41420612
arabie,0.9485345,0.9495545
résultat,1.0327053,0.30331913
chasse,0.7645569,0.239227
sénégal,0.3370188,0.8015706
d,0.55392265,0.39826378
aide,0.47737515,0.14875406
tribune,0.9013499,0.24480367
journaliste,0.35377347,0.99592644
responsabilité,0.913716,0.9166936
honneur,1.0751973,0.6636112
ami,1.3035506,0.31360775
école,0.34654927,0.66186017
théâtre,0.8114448,0.13641442
opex,1.1692796,0.31016758
information,1.2520331,0.53275913
entraîneur,0.68015295,0.54615736
nouvelle,0.64453727,0.49996853
sentiment,0.76313037,0.93148685
sahara,1.1050148,0.07105846
meurtre,0.9347971,0.5998805
charge,0.75366414,0.106658824
july,0.7459814,0.04709754
droukdal,0.9798491,0.12674363
exercice,0.98057663,0.9460084
retrait,0.53368396,0.5842437
irresponsabilité,0.605358,0.83335775
noir,0.9150457,0.0003261209
genre,0.6806867,0.72290003
réaction,0.88866186,0.5155599
système,0.7766445,0.47493145
soir,0.83139664,0.71628493
champ,0.56151086,0.30166328
idriss,0.49974766,0.34463403
bouffée,0.82651186,0.3058009
mandat,0.9791091,0.3996758
grave,0.98277915,0.60264456
charlie,1.013566,0.11142637
piège,0.42068166,0.3015444
budget,1.1787865,0.3872236
vérité,0.38468713,0.52789557
masque,0.74888045,0.95983744
alain,0.3625809,0.6971811
antisémitisme,0.28081816,0.5611129
gros,1.0772253,0.89535457
capitale,0.3595462,0.19099195
paravent,0.55183685,0.19581403
mère,0.3714004,0.43917766
centre,0.786456,0.18421921
antifrançais,0.9049922,0.42529804
fleck,1.2291359,0.6825179
afp,0.6705116,0.03936545
géopolitique,0.5315109,0.6397579
erreur,0.497259,0.5580609
historique,0.79577166,0.3648503
rencontre,1.2675109,0.913674
titre,0.7542978,0.7776517
monnaie,0.9768794,0.15334904
africain,0.40310687,0.11372421
accident,0.3715211,0.8955404
nature,0.63938665,0.12524077
cfa,0.39877847,0.6610047
frère,0.63370436,0.30553406
scène,0.7606705,0.30855983
ligne,0.5569391,0.45624506
nucléaire,0.6227329,0.93462145
forme,0.93931884,-0.0020464053
priorité,0.927305,0.0673118
matin,0.8068338,0.7181939
évolution,0.4988677,0.40448144
tentative,0.9825334,0.16703795
simple,0.364793,0.96410495
pression,0.66448575,0.25773564
plaisir,1.080579,0.6530165
révolution,0.91064864,0.9169282
december,0.29548204,0.72350925
changement,0.71710306,0.61679584
propagande,0.798522,0.67782533
vaccin,1.0837083,0.8692903
hadj,0.5930043,0.2998421
idéologie,0.65127105,0.5792218
présent,0.50515133,0.73491544
montée,0.7900854,0.7741905
al,0.863827,0.86596537
profond,0.47994792,0.76546556
expression,0.9051009,0.0763582
assassinat,0.5700092,0.36985976
délire,0.9221732,0.38607803
foucher,0.74433243,0.9799085
danger,1.1468521,0.35956493
algérien,0.41549048,0.2146131
alliance,0.28871846,-0.12170751
village,0.68218553,0.20979674
œuvre,0.77979434,0.7199937
poids,0.46484074,-0.02738879
paul,0.8282236,0.16325822
étude,0.84891045,0.28683957
espagne,1.0976765,0.53237027
juge,0.88786435,0.32687166
sécuritaire,0.5223724,0.7793241
confinement,1.0186737,0.33697566
numéro,0.3135381,0.5296935
ukraine,0.9176748,0.67709357
lassana,0.33523077,0.95562655
émission,0.8233977,0.7868261
économie,1.0985945,0.044834334
texte,0.33182064,0.819646
coordination,1.1631296,0.6314961
dogon,1.0156821,0.37955484
trouble,1.1100719,-0.007094288
pfizer,0.53248745,0.259669
serval,0.22399251,0.5248182
voie,0.56676954,0.077620804
dgsi,1.0160995,0.21735105
journée,1.1937188,0.252489
fédération,0.6941748,0.57074374
néocolonialisme,0.47741708,0.10376181
pentagone,0.6493843,-0.08712251
cour,0.3575947,0.20164827
ong,0.9945756,0.23758353
principe,0.27561963,0.6154203
voiture,0.79943824,0.33252972
valls,0.9140375,0.5843891
revanche,0.39200383,0.44051522
interview,1.0718863,0.7858029
abdelmalek,0.9202754,0.61912787
qatar,0.7106056,0.29214123
hasard,0.2839782,0.37453032
pierre,0.53226477,0.38737473
lumière,0.311674,0.8004403
doute,0.44009116,0.14950447
débat,0.5921063,0.40377557
maghreb,0.18372793,0.42407238
pétrole,0.47925612,0.4219586
bras,0.23530388,0.494344
tripoli,0.73954153,0.40363917
maïga,0.4078186,0.3437013
destruction,0.978647,0.60049504
air,0.09097997,0.1782225
occidental,0.727861,0.5035374
impasse,0.08479646,0.6132606
passage,0.17922612,0.037289448
méditerranée,0.7862532,0.23154277
jeudi,0.8815145,0.90299934
division,0.51911116,0.9402386
possibilité,0.7293235,0.91449994
meilleur,0.9200864,-0.033646118
louis,0.48796624,0.76851684
ethnie,0.8577928,0.82435524
opinion,0.7999657,0.6988969
coopération,0.09295434,0.6092894
recherche,0.42319858,0.62991965
activité,0.92323244,0.62030274
solution,0.82177156,0.3898659
gat,0.4672186,0.63325334
michael,0.44698068,0.48580903
invité,0.98341405,0.0657665
marché,0.7653422,-0.012028536
amérique,0.87474054,0.65882254
liban,0.65290064,0.63964224
espace,0.60764056,0.026242936
projet,0.51021075,0.7109453
second,0.3676147,0.20640826
député,0.83790237,0.52228355
suisse,0.6038693,0.30387938
dossier,0.89562196,0.09959734
thierry,0.27965865,-0.023831181
appel,0.4584282,0.011695
jean,0.3814922,-0.037464652
ampleur,0.72899634,-0.006705971
sortie,0.2542003,0.08038772
long,0.24521402,0.719117
arme,0.8770894,0.45445505
richard,0.52681106,0.07131981
psychiatrique,0.62540007,0.41606736
poste,0.5996579,0.44476286
italie,0.6950773,0.42983875
heure,0.12630016,0.0650466
monsieur,0.061030228,0.24980702
immigration,0.7037717,0.7727903
impossible,0.5770804,0.33209044
proie,0.9171914,0.29472822
canal,0.62516,0.9127761
maison,0.7734503,0.17805253
maroc,0.9798545,0.645719
footballeur,0.41486084,0.46578386
attentat,0.7218663,0.73039097
tchadien,0.3496158,0.15851036
décennie,0.63197696,0.39580852
terrible,0.7295231,0.3078524
conséquence,0.3379858,0.79487383
regard,1.0194684,0.8291995
nicolas,0.21105635,0.5705545
chambre,0.41222158,0.87157667
type,0.73080564,0.60945135
véritable,0.764678,0.75656205
port,0.4122722,0.8639851
mauritanie,0.37674785,0.09287068
expert,0.28554106,0.734777
association,0.19193955,0.24917208
réconciliation,0.9189783,0.3606356
choguel,0.26163736,0.03338335
peur,0.93839234,0.65795034
domination,0.69451094,0.13407771
courage,0.12541544,0.58035105
marche,0.7199118,-0.0408387
direct,0.20757133,0.24477777
suivi,0.31317502,0.25572503
jamahiriya,0.49781135,0.13858771
londres,0.995133,-0.13196057
majorité,0.6852365,0.5719153
covid,0.53517735,0.84967
mensonge,0.9550496,0.04194095
mediapart,0.3569746,0.10486824
fn,0.35679904,0.3544402
nation,0.2523059,-0.062144104
mitterrand,0.7102251,0.58085436
brésil,0.8648069,0.22460671
coulibaly,0.4535373,0.52489865
réel,0.4998029,0.7231421
esclavage,0.5196908,0.6897366
uranium,0.08605012,0.75168175
imam,0.29060566,0.68963903
théorie,0.28520662,0.53656834
djihadiste,0.48927408,0.29361472
objet,0.31497583,-0.08920638
nécessaire,0.25867447,0.019141383
confrérie,0.7181512,0.44183475
fort,0.38731885,0.660139
faible,0.5190098,0.34759963
twitter,0.20620146,-0.06275682
malaise,1.1111486,0.11795496
idée,0.2510966,0.63348323
armement,0.8308892,-0.0084515875
ei,0.485265,-0.012370083
sale,0.6083713,0.12846321
passé,0.34874985,0.4494231
parlement,0.92395186,0.66560477
département,0.055281002,0.060981855
indignation,0.85055155,0.41076142
club,0.4610774,0.45461285
génocide,1.0106131,0.27042726
intensité,-0.03305386,0.37819874
profit,0.828428,0.6658582
fondation,0.73676825,0.068736605
liptako,0.52693903,0.35505822
héros,0.70299685,-0.08751525
ryabkov,0.3076616,0.4685184
émotion,-0.0044101267,0.5863851
personnel,0.45964,0.82207924
contact,0.30383587,0.34924817
zemmour,0.9550499,0.16547965
dimension,0.23569998,0.4090806
mot,0.7155575,0.2566699
envie,0.8510191,-0.029095873
lion,0.7206071,0.39454883
successeur,0.9711323,0.65578556
célèbre,0.9180845,0.7724401
lerner,-0.021655746,0.78792036
kebbab,0.19507942,0.23961452
linda,0.41680092,0.16542326
financier,0.27799416,0.058554657
october,0.5085743,0.43391103
processus,0.28645593,0.65512925
drapeau,0.11483359,0.12232015
dirigeant,0.9572621,0.6557712
secours,1.0396801,0.66596276
philippe,0.5824622,0.06985147
magasin,0.93115675,0.55399585
djihadisme,0.8317028,0.6132593
monument,0.78158194,0.7139098
représentant,0.08545798,0.051903002
pen,0.6334816,0.69004846
hypothèse,0.86059237,0.6002111
complexe,0.9301282,0.09714236
grèce,0.8771793,0.16359599
rédaction,-0.1009705,0.6922752
colonne,0.4604295,0.10450915
pied,0.4610593,0.1769989
existence,0.7599616,0.55189323
quotidien,0.3874615,-0.027535524
accès,0.3960504,0.35907233
drian,0.69076747,0.111095905
mélenchon,0.61044466,0.4490956
tribunal,0.27879485,0.51750135
canada,0.5746964,0.55858505
coronavirus,0.76392,0.28618684
internet,0.28165904,0.6575345
couvert,0.6842915,0.6206112
cathédrale,0.6629003,0.718665
clé,0.8393897,0.23446667
superprédateur,0.8105917,0.4813149
sérieux,0.79777914,0.26624396
youcef,0.5326551,0.19770774
cema,0.002107368,0.43923542
brakni,1.0684363,0.8579785
parole,0.3383184,0.5935594
argentine,0.6899947,0.11242566
plein,0.6018986,0.06489332
audience,0.88562,0.59253806
beghal,0.6339537,0.51376945
reaper,0.84385705,0.65424937
rôle,0.37815365,-0.076446906
opposition,0.8855067,0.6765813
jambe,0.6283999,0.27752355
image,0.12178034,0.054356985
judo,1.0474384,0.22962394
manque,0.11344211,0.77298343
grève,0.845236,0.74754936
bien,0.48364067,-0.13710792
claude,0.95641965,0.17130713
différence,0.7590672,0.5301988
expérience,0.9837195,-0.1361888
éthiopie,0.8281974,-0.22059113
surveillance,0.14703694,-0.13167362
mutinerie,0.03387212,0.57013565
mouvance,0.81123674,0.06636896
proche,0.7087567,0.16045284
fonds,0.90672225,0.640655
genève,0.47600847,0.11827495
vaste,0.020664304,0.48284104
parquet,0.58960474,0.20408605
parisien,0.89472944,0.12500507
huyghe,0.088766694,0.24150257
entretien,0.5211947,0.013831727
lobby,0.19203806,-0.09992547
contrat,0.8708025,0.6463315
african,0.45263597,0.68327457
manœuvre,0.87206733,0.2777605
john,0.9373539,0.5849335
hausse,0.6413134,0.61596066
niang,0.21475632,0.19088903
hyper,0.54772675,0.54305226
maréchal,0.5864202,0.5517205
offensive,0.56762475,-0.21150613
création,0.5001165,0.06588251
issue,0.90407115,0.53726065
entrée,0.5070159,0.52994204
gendarmerie,0.13985737,0.043489162
moitié,0.6706256,0.668869
avocat,0.65968174,0.60509056
sœur,0.41223902,0.1651315
apparition,0.4738587,0.1493431
adjoint,0.29701796,-0.01598318
régime,0.7166637,0.20442607
éducation,0.36041078,-0.09026201
jordanie,0.81439316,0.25445467
chammal,0.44090042,0.3727112
effondrement,0.12725939,0.39677015
kidal,0.6043939,-0.1497632
bataille,0.6842916,0.39664167
masse,0.79388195,0.5302455
lourd,0.32686594,-0.041065652
agent,0.74258775,0.3343801
printemps,0.6858699,0.6066861
kouchner,0.60433966,0.045684703
tueur,0.43593386,0.6969478
constitution,0.0777792,0.7321979
journal,0.043833163,0.46799067
sorte,0.4608725,0.60580873
songhay,0.18833613,0.06412361
chance,0.10019296,0.43079183
religion,0.2552226,0.7530425
massacre,0.2031653,-0.1838743
choix,0.26204643,0.6652355
impérialisme,0.24716686,0.1135786
sang,0.19652756,0.6809698
plupart,0.54210085,0.3729293
info,0.45224592,0.7053484
financement,0.12592573,0.18927504
kadhafi,0.15554486,0.25066486
énorme,0.4268476,0.7762298
milliard,0.3411741,-0.19579454
présidence,0.20709552,-0.023762014
génération,0.6483194,0.8020855
désert,0.07631176,0.65411663
fonction,0.8523867,-0.07293074
climatique,0.07558248,0.82484853
faux,0.8841018,0.06483313
résistance,0.14335229,0.720436
bout,0.676151,0.73273015
dos,0.05774111,-0.19527557
opérationnel,0.5312223,-0.18399091
nick,0.3038352,0.17902836
secrétaire,0.8976576,0.708407
commerce,0.22338732,0.5421258
durée,0.7782149,0.12596966
demande,0.8956009,0.6362658
officiel,0.4936775,0.06989983
résurgence,0.2596229,0.18317512
événement,0.94860244,0.060012437
double,0.2461403,0.728582
hommage,0.63820094,0.6151963
nationalité,0.07324804,0.2956003
siège,0.6716022,0.038168497
majeur,0.82404363,0.7576209
pape,0.51771134,0.24413532
égalité,0.5128786,0.07182609
drogue,0.034303244,0.21712163
programme,0.4628901,0.60348094
leadership,0.05354191,0.53460574
vendredi,0.26394886,-0.0037386646
égypte,0.8328953,0.715962
vide,0.160988,0.3931248
antiraciste,0.20170608,-0.11959159
répression,0.11464826,0.59988695
november,0.83648366,0.8339919
marianne,0.78267413,0.6225413
fil,0.583167,-0.1381123
djamel,0.64327216,0.24210896
révolte,0.64379585,0.31504628
manuel,0.24306796,0.65413463
gestion,0.47055998,0.2703328
ouattara,0.06957662,-0.21193282
rwanda,0.014621041,0.70504254
parlementaire,-0.08715173,0.68793446
comité,0.07348916,0.32955468
gouvernance,0.20844454,-0.22764564
enclave,0.80028236,0.5893359
vladimir,0.46880126,0.45005056
solidarité,0.2956674,0.6633089
amitié,0.8562786,-0.16192962
note,0.1671348,0.19263138
euro,0.5754853,0.06744332
stabilité,0.4278647,-0.157092
enlèvement,0.40844452,0.42041424
exploitation,0.56260604,0.043981638
caroline,-0.026720488,-0.21166612
émié,0.30254412,-0.12465753
tunisie,0.03634941,0.5411028
vert,0.81705636,0.41463473
catastrophe,0.06688176,0.020933073
formation,0.6443711,0.35102057
rabbin,0.07847711,-0.1484723
partenariat,0.3586836,0.39818352
soral,0.43902344,0.37762395
dispositif,0.041800782,-0.26597503
contestation,0.031349093,0.25819695
eco,0.58375037,0.451548
construction,0.47708738,0.51131004
entreprise,0.43579316,0.48601258
mondial,0.067868754,0.7261974
revendication,0.67864597,0.51163983
lendemain,0.69445306,0.64745945
pauvre,0.4798353,0.20446518
berry,0.44641057,-0.19298853
scrutin,0.69759566,-0.13073422
rare,0.80626893,0.039457515
défaite,0.43191677,-0.20033112
bataclan,-0.064737245,-0.11881123
concert,0.017335206,0.2804038
siobhan,0.2292189,0.15662752
barbare,0.14133228,0.049773604
agence,0.6970074,0.48219436
rugby,0.95819414,0.7004774
burkinabé,-0.073592044,0.509385
anglais,0.019382874,0.18478245
sinclair,0.10036587,0.52453285
sportolloni,0.6951287,0.7330312
bensussan,0.49443254,-0.11523285
intention,0.7652622,-0.04542191
consommation,0.82098675,0.39364067
idéologique,0.22005276,0.045366615
plateforme,0.25594962,0.0112216035
armé,0.7396164,0.05390467
million,0.6829712,-0.2998505
cameron,0.5117932,0.20306161
surinfection,0.69229615,-0.25321186
fracture,0.7384306,-0.015052444
economist,0.10295176,-0.013298407
étranger,0.2741344,0.12404219
définition,0.18578927,-0.16750428
himmler,0.5353818,0.29401132
rien,0.30370945,0.4435371
meurtrier,0.05417198,0.12784976
anne,0.6952619,0.7202955
rappel,-0.0895103,0.61866415
judiciaire,0.6146419,0.042044245
moto,0.8113473,-0.22156525
migrant,0.7338029,0.5257594
cassation,0.3953801,-0.037657958
ihuellou,0.2197239,0.120218545
mark,0.4777689,0.33665216
zuckerberg,0.7636817,0.7590056
nsa,0.89237076,0.09128799
bilan,0.7717083,0.1625089
hezbollah,0.6882901,0.42448345
couteau,0.34957832,0.4244245
faute,0.12285354,-0.02838144
net,0.09574143,0.41102248
chinois,0.6451513,0.25429568
tragique,0.49693957,0.4395311
haftar,0.83540183,-0.103906184
fleuve,0.46753228,-0.15117195
distance,0.61374056,0.7614912
série,0.6624481,0.5045691
expansion,0.7636417,0.57876515
statut,0.7331896,0.68766713
qualité,0.19397281,0.75523996
mossi,0.72902566,0.21011813
